Allele_1,Allele_2,Family_1,Family_2,Stability_Score
IGHV3-25*05,TRGV4*02,IG,TCR,0.26
CYP2A6*1,IGHV3-53*01,CYP,IG,0.26
HLA-V*01,IGHV3-7*01,HLA,IG,0.26
IGHV3-13*05,IGHV3-20*02,IG,IG,0.26
KIR3DL2*001,IGLV2-18*02,KIR,IG,0.26
KIR3DL3*004,IGHV3-74*02,KIR,IG,0.26
HLA-F*01,IGHV3-62*04,HLA,IG,0.26
KIR3DL1*062,CYP2A13*1,KIR,CYP,0.26
CYP2B6*1,IGHV3-23*03,CYP,IG,0.26
CYP2B6*17,IGKV3-11*01,CYP,IG,0.26
HLA-DRB1*01,IGLV11-55*02,HLA,IG,0.26
IGKV2D-24*01,IGKV6D-41*01,IG,IG,0.26
HLA-DPB1*17,IGHV3-41*02,HLA,IG,0.26
TRAJ32*02,TRAJ32*01,TCR,TCR,0.26
IGHV3-54*04,IGLV1-41*01,IG,IG,0.26
HLA-S*01,IGLV3-10*03,HLA,IG,0.26
KIR2DP1*001,IGHV3-53*04,KIR,IG,0.26
MICA*010,KIR3DL1*005,HLA,KIR,0.26
SLCO1B1*15,IGHV3-13*05,CYP,IG,0.26
NAT2*39,IGHV2-26*04,CYP,IG,0.26
HLA-B*44,IGLV10-54*04,HLA,IG,0.26
HLA-DQA1*03,HLA-P*02,HLA,HLA,0.26
KIR2DL2*003,IGHD6-19*01,KIR,IG,0.26
IGKV1-37*01,IGHV3-23*03,IG,IG,0.26
IGKV1-5*03,IGHV3-54*02,IG,IG,0.26
KIR3DL3*077,TRBV5-3*02,KIR,TCR,0.26
HLA-A*02,CYP2D6*41,HLA,CYP,0.26
KIR2DL2*003,IGHD1-14*01,KIR,IG,0.26
HLA-A*23,TRAV1-1*02,HLA,TCR,0.26
IGHV7-34-1*01,IGHV3-38*02,IG,IG,0.26
CYP4F2*3,IGHV6-1*01,CYP,IG,0.26
IGHV3-64*07,TRBV9*02,IG,TCR,0.26
CYP4F2*3,IGHV3-64D*09,CYP,IG,0.26
KIR2DS2*001,NAT2*6,KIR,CYP,0.26
CYP2C8*1,IGKV7-3*01,CYP,IG,0.26
IGLV5-45*04,TRBJ1-4*01,IG,TCR,0.26
HLA-DRB1*09,TRBV2*01,HLA,TCR,0.26
HLA-DRB1*14,CYP2B6*6,HLA,CYP,0.26
CYP2A6*28,IGHD6-6*01,CYP,IG,0.26
IGHV4-4*01,TRAV6*02,IG,TCR,0.26
HLA-A*26,IGHD3-22*01,HLA,IG,0.26
HLA-A*03,TRAV20*01,HLA,TCR,0.26
HLA-DRB1*13,TRAV13-1*02,HLA,TCR,0.26
HLA-DRB3*03,IGHV3-23*03,HLA,IG,0.26
IGHV1-2*05,TRBJ2-6*01,IG,TCR,0.26
MICA*001,IGLV7-46*01,HLA,IG,0.26
HLA-DPB1*03,KIR3DL1*001,HLA,KIR,0.26
IGHV1-3*03,IGHV3-30*18,IG,IG,0.26
IGKV2D-29*01,IGHV3-16*04,IG,IG,0.25
HLA-C*08,IGHV3-13*05,HLA,IG,0.25
IGLV7-46*01,IGHV4-59*13,IG,IG,0.25
IGKV3D-20*01,TRAV1-2*01,IG,TCR,0.25
KIR3DL3*100,TRBV20-1*02,KIR,TCR,0.25
KIR2DL3*006,TRAJ16*01,KIR,TCR,0.25
HLA-H*02,HLA-DRB1*12,HLA,HLA,0.25
HLA-A*68,TRBV30*03,HLA,TCR,0.25
CYP3A4*10,IGHV3-33*05,CYP,IG,0.25
KIR3DL1*005,IGHV3-30-2*03,KIR,IG,0.25
IGKV2D-30*01,TRAV8-6*02,IG,TCR,0.25
HLA-A*23,IGKV1D-43*01,HLA,IG,0.25
CYP2A6*1,TRGV5*01,CYP,TCR,0.25
IGHV1-69D*05,IGHV3-7*05,IG,IG,0.25
HLA-B*07,CYP2D6*4,HLA,CYP,0.25
CYP3A5*7,IGHV1-69*01,CYP,IG,0.25
HLA-C*12,IGLV1-41*02,HLA,IG,0.25
HLA-A*68,KIR3DL3*008,HLA,KIR,0.25
CYP2A6*46,IGLJ3*02,CYP,IG,0.25
HLA-K*01,TRAV9-2*03,HLA,TCR,0.25
HLA-DPB1*13,KIR3DL1*001,HLA,KIR,0.25
HLA-B*07,CYP2B6*5,HLA,CYP,0.25
CYP3A5*1,IGLV6-57*01,CYP,IG,0.25
HLA-DRB3*01,IGHV3-48*04,HLA,IG,0.25
IGHV3-66*02,IGHV2-70*15,IG,IG,0.25
IGKV3D-15*01,IGKV3D-15*02,IG,IG,0.25
HLA-DRB1*04,IGHD1-26*01,HLA,IG,0.25
IGHV4-61*01,IGHJ6*03,IG,IG,0.25
HLA-N*01,KIR3DS1*078,HLA,KIR,0.25
IGKV2D-24*01,TRAV1-2*01,IG,TCR,0.25
CYP2A6*54,TRBV30*01,CYP,TCR,0.25
CYP2C9*34,IGLV6-57*02,CYP,IG,0.25
HLA-DRB1*12,IGKV2-30*02,HLA,IG,0.25
HLA-DRB1*12,IGHV3-19*02,HLA,IG,0.25
HLA-DRB1*03,CYP2B6*2,HLA,CYP,0.25
NAT2*5,NAT2*6,CYP,CYP,0.25
HLA-DPB2*01,IGKV2-24*01,HLA,IG,0.25
IGKV1-12*02,IGKV1D-16*01,IG,IG,0.25
IGKV1-12*02,IGLV1-41*01,IG,IG,0.25
HLA-DRB1*09,HLA-DPA1*02,HLA,HLA,0.25
HLA-DRB1*04,IGHD6-25*01,HLA,IG,0.25
KIR3DL2*137,TRGJ1*01,KIR,TCR,0.25
KIR3DL3*004,KIR2DL4*042,KIR,KIR,0.25
HLA-B*07,IGKV2-18*01,HLA,IG,0.25
IGKV2D-24*01,TRBJ2-6*01,IG,TCR,0.25
HLA-C*16,KIR3DL3*027,HLA,KIR,0.25
IGKV1D-16*01,IGLV6-57*02,IG,IG,0.25
HLA-DPB1*04,KIR3DL2*005,HLA,KIR,0.25
IGKV3D-15*01,IGKV1D-13*02,IG,IG,0.25
IGLV6-57*02,TRBV7-9*01,IG,TCR,0.25
CYP2C9*34,IGLV3-31*01,CYP,IG,0.25
HLA-C*08,IGHV4-28*02,HLA,IG,0.25
HLA-C*07,HLA-DRB1*03,HLA,HLA,0.25
IGHV1-18*04,TRBV16*02,IG,TCR,0.25
CYP3A5*1,IGHV3-35*01,CYP,IG,0.25
IGHJ4*02,TRAV21*02,IG,TCR,0.25
SLCO1B1*14,TRGV5*01,CYP,TCR,0.25
KIR2DL5A*001,IGHV3-13*04,KIR,IG,0.25
HLA-DRB1*12,CYP3A5*6,HLA,CYP,0.25
IGLJ3*02,TRBV5-5*02,IG,TCR,0.25
NAT2*1,IGHV3-64*07,CYP,IG,0.25
KIR2DS3*001,IGKV3D-15*01,KIR,IG,0.25
TRAV9-2*03,TRDV2*01,TCR,TCR,0.25
CYP3A5*7,TRAV10*02,CYP,TCR,0.25
KIR2DL4*008,TRAJ16*01,KIR,TCR,0.25
KIR2DL3*001,IGHV3-54*07,KIR,IG,0.25
IGLV5-48*01,TRGV5*01,IG,TCR,0.25
HLA-B*08,TRBV11-3*04,HLA,TCR,0.25
TRBV10-2*02,TRGV9*02,TCR,TCR,0.25
KIR2DS2*001,TRBV5-3*02,KIR,TCR,0.25
HLA-B*08,IGHV1-68*04,HLA,IG,0.25
HLA-DPA1*01,KIR3DL1*062,HLA,KIR,0.25
HLA-C*15,IGHV3-54*02,HLA,IG,0.25
HLA-DQA1*01,HLA-DQA1*05,HLA,HLA,0.25
IGHD3-9*01,IGHD3-10*03,IG,IG,0.25
IGKJ3*01,TRBV11-3*04,IG,TCR,0.25
KIR2DL5B*035,TRBV9*02,KIR,TCR,0.25
IGLV5-45*04,TRGV3*02,IG,TCR,0.25
IGHV1-24*01,IGKV3-15*02,IG,IG,0.25
CYP2C19*2,TRGV2*02,CYP,TCR,0.25
MICB*002,NAT2*39,HLA,CYP,0.25
KIR3DL3*100,TRBV21-1*02,KIR,TCR,0.25
IGHV2-5*11,TRAV9-2*03,IG,TCR,0.25
KIR3DS1*013,TRGV9*02,KIR,TCR,0.25
MICB*008,IGHV3-38*03,HLA,IG,0.25
HLA-A*33,TRAV8-3*02,HLA,TCR,0.25
IGHD1-14*01,TRBV5-5*02,IG,TCR,0.25
CYP4F2*3,IGKJ2*04,CYP,IG,0.25
IGHV3-62*06,TRBV30*03,IG,TCR,0.25
IGHV3-47*01,IGKV1-8*02,IG,IG,0.25
CYP4F2*4,TRBV21-1*02,CYP,TCR,0.25
KIR2DL2*003,IGHD3-16*02,KIR,IG,0.25
TRBV11-2*01,TRBJ1-3*01,TCR,TCR,0.25
HLA-A*24,TRGV4*02,HLA,TCR,0.25
IGHV4-59*13,TRBV10-1*01,IG,TCR,0.25
KIR3DL3*008,TRBV10-1*01,KIR,TCR,0.25
IGLV11-55*02,IGHD3-22*01,IG,IG,0.25
KIR3DL2*001,IGLV2-18*01,KIR,IG,0.25
CYP4F2*6,IGHV3-13*06,CYP,IG,0.25
TRBV6-4*01,TRBV10-2*02,TCR,TCR,0.25
IGHV5-51*01,IGLJ5*02,IG,IG,0.25
TRBV9*01,TRBV10-2*02,TCR,TCR,0.25
KIR3DL3*009,IGHD1-26*01,KIR,IG,0.25
TRAJ8*02,TRBV30*04,TCR,TCR,0.25
KIR3DL3*008,CYP2A6*24,KIR,CYP,0.25
IGLV1-40*01,IGHJ6*04,IG,IG,0.25
IGHV3-52*02,IGHV3-13*03,IG,IG,0.25
KIR3DL2*137,IGHV2-5*11,KIR,IG,0.25
IGKV4-1*01,IGKV1D-43*01,IG,IG,0.25
HLA-DRB1*13,IGHV1-24*01,HLA,IG,0.25
HLA-DRB5*01,IGHV2-26*01,HLA,IG,0.25
CYP2C9*1,IGHV3-33*01,CYP,IG,0.25
KIR3DP1*009,IGHV5-51*01,KIR,IG,0.25
IGHV1-69*10,IGLV10-54*05,IG,IG,0.25
IGHV3-71*01,IGLV1-47*02,IG,IG,0.25
CYP2B6*1,IGHV3-54*07,CYP,IG,0.25
KIR2DP1*025,TRBV7-3*02,KIR,TCR,0.25
IGKV1-33*01,IGLV5-37*03,IG,IG,0.25
CYP4F2*3,IGKV2-24*02,CYP,IG,0.25
HLA-A*23,IGLJ7*02,HLA,IG,0.25
HLA-DPB1*03,KIR2DL4*001,HLA,KIR,0.25
KIR3DP1*001,IGHV6-1*01,KIR,IG,0.25
CYP4F2*6,IGHJ3*02,CYP,IG,0.25
HLA-B*58,IGHV3-30*18,HLA,IG,0.25
HLA-W*02,KIR2DL1*004,HLA,KIR,0.25
KIR3DP1*009,IGKV3D-15*03,KIR,IG,0.25
IGHD2-8*02,TRBV5-3*01,IG,TCR,0.25
IGHV7-81*01,IGHV3-54*07,IG,IG,0.25
IGHV8-51-1*03,IGHV3-63*03,IG,IG,0.25
HLA-DRB3*01,IGHV3-53*02,HLA,IG,0.25
TAP2*02,IGHV2-26*01,HLA,IG,0.25
HLA-B*40,CYP2B6*1,HLA,CYP,0.25
IGHV3-63*03,TRAJ13*01,IG,TCR,0.25
CYP4F2*6,IGHV7-4-1*01,CYP,IG,0.25
MICA*009,KIR2DS3*001,HLA,KIR,0.25
CYP3A5*3,IGKV1-37*01,CYP,IG,0.25
HLA-DPA1*03,TRAJ32*01,HLA,TCR,0.25
IGLV5-45*01,TRAV9-2*01,IG,TCR,0.25
IGKV2-30*01,TRAV12-2*01,IG,TCR,0.25
HLA-C*01,IGHV3-30-2*03,HLA,IG,0.25
HLA-DPB1*05,IGLV2-14*03,HLA,IG,0.25
IGKV2-30*01,TRAV8-6*01,IG,TCR,0.25
KIR2DL4*045,TRBV7-3*02,KIR,TCR,0.25
HLA-DRB3*01,IGHV3-7*05,HLA,IG,0.25
KIR2DL5B*002,IGLV2-18*02,KIR,IG,0.25
IGLV5-48*01,TRAV1-1*02,IG,TCR,0.25
IGHD3-16*02,TRBV5-5*02,IG,TCR,0.25
IGHV3-33*05,IGHV3-48*04,IG,IG,0.25
IGLV5-37*02,TRBV15*02,IG,TCR,0.25
KIR2DL5A*025,IGKV3-7*04,KIR,IG,0.25
IGHV1-68*01,IGHV4-4*01,IG,IG,0.25
HLA-DRB1*09,CYP2D6*141,HLA,CYP,0.25
HLA-DQA1*05,IGKV1-5*04,HLA,IG,0.25
CYP4F2*4,TRGV5*01,CYP,TCR,0.25
HLA-W*02,IGHV3-38*02,HLA,IG,0.25
IGHV3-64*02,IGHV7-4-1*01,IG,IG,0.25
HLA-C*03,KIR3DL1*015,HLA,KIR,0.25
KIR3DL2*002,IGHV4-59*13,KIR,IG,0.25
KIR3DP1*001,KIR3DS1*055,KIR,KIR,0.25
KIR3DL3*003,IGLV3-21*02,KIR,IG,0.25
IGHV3-32*02,IGKJ2*04,IG,IG,0.25
KIR3DL1*007,IGLV10-54*05,KIR,IG,0.25
KIR3DL1*007,TRAV38-1*03,KIR,TCR,0.25
MICB*008,IGHV3-15*09,HLA,IG,0.25
KIR3DL3*027,CYP2C19*17,KIR,CYP,0.25
KIR2DP1*031,KIR2DP1*001,KIR,KIR,0.25
IGHV3-49*04,TRBV7-2*02,IG,TCR,0.25
HLA-DPA2*02,KIR3DL2*126,HLA,KIR,0.25
CYP2C19*2,IGHV3-13*05,CYP,IG,0.25
IGHD5-5*01,IGKV1D-16*02,IG,IG,0.25
IGKV1-37*01,TRBV11-3*01,IG,TCR,0.25
HLA-DRB1*12,IGKV1-27*02,HLA,IG,0.25
IGKV1-5*04,IGHV3-53*04,IG,IG,0.25
CYP2B6*17,IGHV5-10-1*01,CYP,IG,0.25
HLA-B*40,IGLV3-12*01,HLA,IG,0.25
MICB*002,TRGJ1*01,HLA,TCR,0.25
TRAV8-7*01,TRAV6*01,TCR,TCR,0.25
IGHD2-8*02,IGHV3-13*06,IG,IG,0.25
HLA-C*01,CYP2B6*6,HLA,CYP,0.25
HLA-B*57,IGHV3-48*01,HLA,IG,0.25
MICA*002,HLA-C*16,HLA,HLA,0.25
HLA-B*15,HLA-W*02,HLA,HLA,0.25
KIR3DL1*015,IGHV4-28*01,KIR,IG,0.25
HLA-T*02,CYP2C19*17,HLA,CYP,0.25
CYP3A5*7,IGHD3-22*01,CYP,IG,0.25
HLA-B*53,IGKV1D-42*01,HLA,IG,0.25
KIR3DL1*002,IGHV3-66*03,KIR,IG,0.25
IGHV3-47*02,IGKV1-9*03,IG,IG,0.25
IGLV4-60*03,TRAV35*02,IG,TCR,0.25
IGHD3-9*01,IGKV1-8*01,IG,IG,0.25
HLA-DRB5*01,IGKV1-5*04,HLA,IG,0.25
IGHV1-45*02,IGKV6-21*02,IG,IG,0.25
IGKV5-2*02,IGHV4-4*01,IG,IG,0.25
IGHV4-4*12,IGHV2-70D*04,IG,IG,0.25
IGLV1-51*02,IGHV3-33*01,IG,IG,0.25
KIR2DP1*009,IGHV3-32*01,KIR,IG,0.25
HLA-A*68,IGHV3-33*05,HLA,IG,0.25
KIR3DL1*007,KIR3DL3*003,KIR,KIR,0.25
IGHV3-16*04,TRDV2*03,IG,TCR,0.25
HLA-DRB1*01,IGHV4-61*09,HLA,IG,0.25
HLA-DQA1*03,IGHV5-10-1*03,HLA,IG,0.25
IGHV8-51-1*03,IGKV1-5*03,IG,IG,0.25
KIR2DL3*006,IGHV3-7*03,KIR,IG,0.25
IGHV3-54*04,TRAJ32*01,IG,TCR,0.25
IGLV10-54*01,IGHV1-69*06,IG,IG,0.25
HLA-DRB1*09,IGHV3-52*01,HLA,IG,0.25
HLA-DRB1*09,IGHV3-33*08,HLA,IG,0.25
HLA-C*06,IGHV4-61*09,HLA,IG,0.25
IGHV4-55*01,TRBV14*01,IG,TCR,0.25
NAT2*7,IGKV2-29*02,CYP,IG,0.25
HLA-DPB1*05,IGHV3-43*02,HLA,IG,0.25
CYP2D6*132,IGKV2-29*01,CYP,IG,0.25
HLA-DOB*01,IGHD3-10*01,HLA,IG,0.25
IGHD6-13*01,IGHV3-53*06,IG,IG,0.25
HLA-DPB1*05,IGHD1-20*01,HLA,IG,0.25
HLA-DRB1*08,CYP2D6*141,HLA,CYP,0.25
HLA-B*15,TRBV15*01,HLA,TCR,0.25
TRDV3*02,TRBV6-4*02,TCR,TCR,0.25
KIR2DL3*005,NUDT15*1,KIR,CYP,0.25
IGHV4-59*01,IGHV8-51-1*02,IG,IG,0.25
IGHV3-13*04,IGHV8-51-1*05,IG,IG,0.25
CYP2B6*15,IGLV3-12*01,CYP,IG,0.25
HLA-DPB1*05,IGLV6-57*01,HLA,IG,0.25
CYP2B6*15,IGHV3-64D*09,CYP,IG,0.25
KIR2DS2*001,CYP2B6*1,KIR,CYP,0.25
HLA-V*01,KIR3DS1*078,HLA,KIR,0.25
KIR3DL1*015,NAT2*4,KIR,CYP,0.25
NAT2*39,IGLJ3*01,CYP,IG,0.25
IGHV7-4-1*02,IGKV1-9*01,IG,IG,0.25
HLA-B*40,IGHV4-61*02,HLA,IG,0.25
KIR2DP1*009,CYP2D6*4,KIR,CYP,0.25
KIR3DL3*006,TRAV9-2*03,KIR,TCR,0.25
HLA-DOB*01,IGKV2-4*01,HLA,IG,0.25
HLA-K*01,IGHV2-70D*14,HLA,IG,0.25
HLA-DPA1*01,KIR2DP1*025,HLA,KIR,0.25
IGKV2-18*01,IGLV2-23*03,IG,IG,0.25
KIR2DP1*009,CYP2C8*1,KIR,CYP,0.25
IGLV11-55*01,TRAJ47*01,IG,TCR,0.25
IGHV7-34-1*01,IGHV2-26*04,IG,IG,0.25
IGKV1-17*01,IGHV3-54*02,IG,IG,0.25
HLA-T*03,CYP2C19*2,HLA,CYP,0.25
TRBV9*01,TRBV11-2*01,TCR,TCR,0.25
HLA-DPB2*01,IGHV2-70*05,HLA,IG,0.25
IGLV2-23*04,IGHV3-33*01,IG,IG,0.25
IGHV3-43*02,TRAJ47*01,IG,TCR,0.25
IGHV3-35*01,IGLV6-57*03,IG,IG,0.25
IGKV3D-15*03,TRAV21*02,IG,TCR,0.25
IGHJ5*02,IGHD6-6*01,IG,IG,0.25
IGHV4-28*01,TRBJ2-6*01,IG,TCR,0.25
IGHJ4*02,IGHV3-43*02,IG,IG,0.25
IGLV2-18*01,IGLV3-16*01,IG,IG,0.25
HLA-V*01,IGKJ5*01,HLA,IG,0.25
IGHV1-2*06,IGKV1-8*02,IG,IG,0.25
IGHV3-38*02,IGHV5-51*01,IG,IG,0.25
HLA-DQB1*06,HLA-DPB1*01,HLA,HLA,0.25
IGLV5-37*02,IGLV10-54*05,IG,IG,0.25
TRGV2*01,TRGV2*02,TCR,TCR,0.25
IGLV7-46*04,IGHV3-38*03,IG,IG,0.25
IGHV3-43*02,TRAV21*01,IG,TCR,0.25
HLA-A*33,NAT2*6,HLA,CYP,0.25
MICB*005,HLA-DQA1*03,HLA,HLA,0.25
IGKV2D-29*02,IGKV6-21*02,IG,IG,0.25
HLA-U*01,IGHV1-45*02,HLA,IG,0.25
IGHJ4*02,IGHV3-25*03,IG,IG,0.25
CYP2D6*1,TRGV3*01,CYP,TCR,0.25
IGLV7-46*02,TRBV7-3*01,IG,TCR,0.25
IGHV4-4*02,TRBV10-3*03,IG,TCR,0.25
HLA-DRB1*13,CYP3A5*1,HLA,CYP,0.25
IGKV2D-29*01,IGKV1-27*02,IG,IG,0.25
KIR3DL3*027,IGHD4-11*01,KIR,IG,0.25
HLA-A*33,TRAV8-6*01,HLA,TCR,0.25
HLA-DPA2*01,IGKV6-21*01,HLA,IG,0.25
HLA-K*01,TRBV2*01,HLA,TCR,0.25
KIR3DL2*001,IGLV3-13*02,KIR,IG,0.25
HLA-P*02,HLA-B*08,HLA,HLA,0.25
IGLJ3*02,IGHV3-71*02,IG,IG,0.25
HLA-DPA2*01,IGHV3-19*02,HLA,IG,0.25
IGHD3-10*01,IGKV7-3*01,IG,IG,0.25
IGHD3-9*01,IGLV2-14*04,IG,IG,0.25
IGHV4-28*05,TRAV27*01,IG,TCR,0.25
IGHV2-26*02,TRBV16*02,IG,TCR,0.25
IGHD4-4*01,TRAV35*03,IG,TCR,0.25
IGHV3-30*18,IGKV1D-13*01,IG,IG,0.25
HLA-DRB1*07,IGHV2-70*15,HLA,IG,0.25
IGHV3-33-2*01,TRBV7-2*02,IG,TCR,0.25
IGHV3-48*04,IGLV5-37*02,IG,IG,0.25
CYP2C19*17,IGHV3-33*01,CYP,IG,0.25
IGHD1-1*01,IGHV1-68*01,IG,IG,0.25
IGKV1D-42*01,IGLV3-1*01,IG,IG,0.25
CYP2C19*1,CYP2C8*2,CYP,CYP,0.25
IGHV3-33*08,IGLJ3*01,IG,IG,0.25
TRBV15*01,TRBV16*02,TCR,TCR,0.25
CYP4F2*5,IGHV3-35*01,CYP,IG,0.25
IGHV3-20*04,TRBV15*02,IG,TCR,0.25
IGKV3-7*04,TRAV21*01,IG,TCR,0.25
IGKV3D-11*02,IGHD5-24*01,IG,IG,0.25
MICA*009,IGKV3-20*01,HLA,IG,0.25
IGHV3-16*03,TRBV20-1*05,IG,TCR,0.25
HLA-DRB3*02,NAT2*14,HLA,CYP,0.25
IGHV3-64*01,TRAV13-1*01,IG,TCR,0.25
IGKV1D-42*01,IGKV1D-8*01,IG,IG,0.25
IGHV3-20*04,IGHV3-53*02,IG,IG,0.25
IGHV3-21*01,IGKV3-7*05,IG,IG,0.25
HLA-DPA1*03,IGHV3-53*06,HLA,IG,0.25
IGKV3D-7*01,IGHV1-2*05,IG,IG,0.25
IGKV4-1*02,IGKV1-8*03,IG,IG,0.25
MICA*002,HLA-A*23,HLA,HLA,0.25
IGHV3-64D*09,IGHV2-70D*04,IG,IG,0.25
IGLV6-57*01,TRGV4*01,IG,TCR,0.25
KIR3DL2*008,TRBV10-3*02,KIR,TCR,0.25
IGHV3-13*03,TRGV2*02,IG,TCR,0.25
KIR3DL3*003,TRDV2*03,KIR,TCR,0.25
KIR3DL3*002,IGKV2D-18*01,KIR,IG,0.25
IGLV2-18*01,IGHD6-25*01,IG,IG,0.25
CYP2C19*38,TRAJ13*01,CYP,TCR,0.25
HLA-DPA1*01,IGHV4-59*13,HLA,IG,0.25
IGHJ6*03,IGHV3-73*01,IG,IG,0.25
HLA-DPA1*01,IGLV6-57*03,HLA,IG,0.25
IGHV2-70D*04,TRAV12-2*01,IG,TCR,0.25
IGHV8-51-1*05,IGLV3-21*03,IG,IG,0.25
HLA-S*01,IGHD3-22*01,HLA,IG,0.25
MICA*004,HLA-B*44,HLA,HLA,0.25
IGHD5-24*01,TRBJ1-3*01,IG,TCR,0.25
IGHV3-13*03,TRAJ32*01,IG,TCR,0.25
IGKV1-12*02,IGHV3-74*02,IG,IG,0.25
IGKV3D-11*01,TRAV1-1*02,IG,TCR,0.25
HLA-DPB1*02,IGHV1-45*02,HLA,IG,0.25
KIR2DP1*003,IGHV7-40*03,KIR,IG,0.25
MICA*008,TRBV7-9*03,HLA,TCR,0.25
IGKV1-9*01,IGHV2-5*11,IG,IG,0.25
KIR3DL1*001,KIR3DL2*005,KIR,KIR,0.25
IGHV1-3*02,IGHV1-69*05,IG,IG,0.25
IGKV2D-26*03,IGHV3-71*04,IG,IG,0.25
IGLV2-23*04,IGHV3-19*02,IG,IG,0.25
HLA-DPB1*03,KIR3DL2*008,HLA,KIR,0.25
HLA-F*01,IGHD3-16*02,HLA,IG,0.25
IGHV3-20*01,IGLV5-45*03,IG,IG,0.25
HLA-C*03,IGLV3-21*02,HLA,IG,0.25
HLA-DPB1*17,KIR3DS1*055,HLA,KIR,0.25
KIR3DL3*004,IGHV1-69*05,KIR,IG,0.25
HLA-C*04,IGLJ7*01,HLA,IG,0.25
IGHJ3*02,IGLV3-10*03,IG,IG,0.25
IGHJ6*03,IGHV2-26*02,IG,IG,0.25
SLCO1B1*15,SLCO1B1*20,CYP,CYP,0.25
IGHV3-63*02,TRBV30*03,IG,TCR,0.25
IGLV5-48*02,IGLV5-37*03,IG,IG,0.25
IGHV3-16*03,TRBV20-1*01,IG,TCR,0.25
IGHV2-5*01,IGHV2-70*05,IG,IG,0.25
IGHV3-63*02,IGLV2-5*02,IG,IG,0.25
TRAV8-3*02,TRDV2*02,TCR,TCR,0.25
KIR3DP1*023,IGHV3-33*05,KIR,IG,0.25
HLA-DRB3*01,KIR2DP1*009,HLA,KIR,0.25
HLA-DQB1*03,KIR3DP1*001,HLA,KIR,0.25
HLA-C*03,TRBV10-1*02,HLA,TCR,0.25
HLA-DQB1*05,IGKV2-4*02,HLA,IG,0.25
IGKV2-29*03,TRAJ13*02,IG,TCR,0.25
IGHV3-22*02,IGLV5-45*03,IG,IG,0.25
CYP2D6*4,TRBV6-4*02,CYP,TCR,0.25
HLA-DRB3*02,CYP2C19*2,HLA,CYP,0.25
TRAV8-6*01,TRAJ32*02,TCR,TCR,0.25
IGHV3-71*04,IGHV2-70*05,IG,IG,0.25
HLA-N*01,TRAJ47*01,HLA,TCR,0.25
IGHV2-70*01,IGKV1D-42*02,IG,IG,0.25
KIR3DL3*008,CYP2A6*54,KIR,CYP,0.25
IGHV8-51-1*03,TRBV24-1*02,IG,TCR,0.25
CYP2A6*28,IGKV1-17*01,CYP,IG,0.25
KIR3DP1*023,TRBV10-3*01,KIR,TCR,0.25
IGHV3-64*07,IGLV5-37*02,IG,IG,0.25
IGHV3-64*07,TRBV7-2*01,IG,TCR,0.25
HLA-C*16,HLA-DPB1*01,HLA,HLA,0.25
IGHV3-66*03,IGKV4-1*02,IG,IG,0.25
IGHV1-69-2*01,TRAV26-1*02,IG,TCR,0.25
CYP3A5*7,IGKV2D-24*01,CYP,IG,0.25
KIR2DL3*001,CYP2B6*1,KIR,CYP,0.25
HLA-DPA1*02,KIR2DL4*042,HLA,KIR,0.25
CYP2C9*82,TRAV20*02,CYP,TCR,0.25
KIR3DP1*002,TRDV2*02,KIR,TCR,0.25
CYP2D6*4,SLCO1B1*14,CYP,CYP,0.25
IGHV3-33*05,IGHV3-13*01,IG,IG,0.25
IGLJ1*01,TRDV2*01,IG,TCR,0.25
HLA-C*01,IGLV3-31*01,HLA,IG,0.25
IGHV3-22*02,IGHD5-18*01,IG,IG,0.25
HLA-W*03,TRGJ1*02,HLA,TCR,0.25
IGKV5-2*02,IGKV2-4*02,IG,IG,0.24
TAP2*01,IGHV2-26*01,HLA,IG,0.24
IGKV1-8*02,TRAJ37*02,IG,TCR,0.24
IGHV3-54*02,IGHV3-11*04,IG,IG,0.24
KIR3DL3*027,IGLV10-54*02,KIR,IG,0.24
HLA-C*15,IGLV5-37*01,HLA,IG,0.24
IGHV3-63*02,TRBV10-3*03,IG,TCR,0.24
TRBV19*01,TRAV8-7*01,TCR,TCR,0.24
KIR3DL1*005,TRBV7-9*03,KIR,TCR,0.24
KIR2DS4*003,KIR3DL2*005,KIR,KIR,0.24
IGHV2-26*02,TRBV16*01,IG,TCR,0.24
IGLV4-60*03,IGHV4-28*02,IG,IG,0.24
KIR3DP1*009,IGHV2-70D*14,KIR,IG,0.24
HLA-DPB1*03,IGKV3-7*05,HLA,IG,0.24
KIR3DL2*002,TRBV10-1*02,KIR,TCR,0.24
IGHV3-19*02,TRBV24-1*02,IG,TCR,0.24
CYP2C8*1,IGLV3-12*01,CYP,IG,0.24
IGHV3-22*02,TRBV7-9*01,IG,TCR,0.24
KIR2DL4*001,KIR3DL1*005,KIR,KIR,0.24
IGHV4-28*05,TRBJ1-6*01,IG,TCR,0.24
IGHV1-18*01,TRBV20-1*01,IG,TCR,0.24
IGHV3-53*02,IGLV2-14*04,IG,IG,0.24
HLA-DPB1*03,IGHV7-34-1*01,HLA,IG,0.24
CYP2A6*9,TRAV8-6*02,CYP,TCR,0.24
HLA-DRB3*02,HLA-DPB2*03,HLA,HLA,0.24
CYP2C8*3,IGHV3-21*01,CYP,IG,0.24
IGLV2-11*01,IGHV1-2*05,IG,IG,0.24
SLCO1B1*37,IGHV3-22*02,CYP,IG,0.24
